Index,LNP_ID,Experiment_ID,Formulation_ID,IL_name,IL_protonated_SMILES,IL_head_name,IL_head_SMILES,IL_linker_name,IL_linker_SMILES,IL_tail1_name,IL_tail1_SMILES,IL_tail2_name,IL_tail2_SMILES,IL_to_nucleicacid_chargeratio,HL_name,HL_SMILES,CHL_name,CHL_SMILES,PEG_name,PEG_SMILES,Aqueous_buffer,Dialysis_buffer,Mixing_method,Model_type,Model_target,Cargo,Cargo_type,Experiment_method,Publication_link,Publication_PMID,Molecular.Weight,Rings,Aromatic.Rings,sp3.Carbons
19035,LNP_0019035,LZ_2025,LZ_2025_F11,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DMG-C-PEG2000,CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19036,LNP_0019036,LZ_2025,LZ_2025_F12,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DMG-C-PEG2000,CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19037,LNP_0019037,LZ_2025,LZ_2025_F13,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DMG-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19038,LNP_0019038,LZ_2025,LZ_2025_F14,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DMG-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19039,LNP_0019039,LZ_2025,LZ_2025_F15,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DMG-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19040,LNP_0019040,LZ_2025,LZ_2025_F16,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DMG-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19041,LNP_0019041,LZ_2025,LZ_2025_F17,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DMG-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19042,LNP_0019042,LZ_2025,LZ_2025_F18,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DMG-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19043,LNP_0019043,LZ_2025,LZ_2025_F19,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DSG-PEG2000,CCCCCCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19044,LNP_0019044,LZ_2025,LZ_2025_F20,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DSG-PEG2000,CCCCCCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19045,LNP_0019045,LZ_2025,LZ_2025_F21,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DSG-PEG2000,CCCCCCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19046,LNP_0019046,LZ_2025,LZ_2025_F22,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DSG-PEG2000,CCCCCCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19047,LNP_0019047,LZ_2025,LZ_2025_F23,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DSG-PEG2000,CCCCCCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
19048,LNP_0019048,LZ_2025,LZ_2025_F24,ALC-0315,CCCCCCCCC(CCCCCC)C(=O)OCCCCCC[NH+](CCCCO)CCCCCCOC(=O)C(CCCCCC)CCCCCCCC,,,,,,,,,6.0,DSPC,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,DSG-PEG2000,CCCCCCCCCCCCCCCCCC(=O)OCC(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCCCCCC,acetate,PBS,handmixed,HepG2,in_vitro,mRNA,FLuc,luminescence_normalized,https://doi.org/10.1016/j.jconrel.2025.01.071,39875076.0,766.29,0,0,2
