,AGILE,COMET_LANCE,Lee_unsat,Li_pulmonary,Liu_iphos,Whitehead_siRNA,Zhou_dendrimer
AGILE,0.5555555555555556,0.2647058823529412,0.21839080459770116,0.31521739130434784,0.2112676056338028,0.3142857142857143,0.2345679012345679
COMET_LANCE,0.2647058823529412,0.3,0.2318840579710145,0.3058823529411765,0.20689655172413793,0.2923076923076923,0.22535211267605634
Lee_unsat,0.21839080459770116,0.2318840579710145,0.5714285714285714,0.27586206896551724,0.16,0.2876712328767123,0.5128205128205128
Li_pulmonary,0.31521739130434784,0.3058823529411765,0.27586206896551724,0.618421052631579,0.18309859154929578,0.323943661971831,0.25316455696202533
Liu_iphos,0.2112676056338028,0.20689655172413793,0.16,0.18309859154929578,0.6153846153846154,0.26785714285714285,0.18840579710144928
Whitehead_siRNA,0.3142857142857143,0.2923076923076923,0.2876712328767123,0.323943661971831,0.26785714285714285,0.5,0.3230769230769231
Zhou_dendrimer,0.2345679012345679,0.22535211267605634,0.5128205128205128,0.25316455696202533,0.18840579710144928,0.3230769230769231,0.559322033898305
