Experiment_ID,n_rows,n_unique_smiles,target_mean,target_median,target_std,target_iqr
AGILE,1100,1100,1.4590393318144181,1.5799850070740216,0.9892149762597355,1.6327740112279314
COMET_LANCE,1978,7,0.41418332521597995,0.32611121171546315,0.23023519159468095,0.41517290849975497
Lee_unsat,89,89,3.3677528089887643,2.7,1.5403148680538346,1.2999999999999998
Li_pulmonary,680,680,3.9140974933661763,3.8461767475000004,0.8714773628932226,1.3389428917499995
Liu_iphos,572,572,3.646293706293706,3.69,0.7828138014471585,1.0
Whitehead_siRNA,1150,1150,0.21233625208,0.1775298965,0.16786670408726465,0.13703821075
Zhou_dendrimer,1502,1502,0.45206391478029295,0.0,0.7002657732180636,1.0
