epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,1,,,0.2150099128484726,0.2150099128484726
0,1,0.32431694865226746,,,
1,3,,,0.07470782846212387,0.07470782846212387
1,3,0.24042601883411407,,,
2,5,,,0.101229228079319,0.101229228079319
2,5,0.12553401291370392,,,
3,7,,,0.04986494779586792,0.04986494779586792
3,7,0.09337011724710464,,,
4,9,,,0.05645759031176567,0.05645759776234627
4,9,0.08350420743227005,,,
5,11,,,0.04591713100671768,0.04591712728142738
5,11,0.07871247828006744,,,
6,13,,,0.05927623435854912,0.05927623435854912
6,13,0.06518539041280746,,,
7,15,,,0.06387326866388321,0.06387326121330261
7,15,0.06670468300580978,,,
8,17,,,0.046820029616355896,0.046820029616355896
8,17,0.06511653959751129,,,
9,19,,,0.0424080565571785,0.0424080528318882
9,19,0.05881619080901146,,,
10,21,,,0.04404175281524658,0.04404175281524658
10,21,0.05913199111819267,,,
11,23,,,0.04676881805062294,0.04676882177591324
11,23,0.05713099241256714,,,
12,25,,,0.05014810711145401,0.05014810711145401
12,25,0.05420096591114998,,,
13,27,,,0.05008760839700699,0.05008760839700699
13,27,0.0553787536919117,,,
14,29,,,0.04626511037349701,0.04626510664820671
14,29,0.05290288105607033,,,
15,31,,,0.04395921900868416,0.04395921528339386
15,31,0.05450671538710594,,,
16,33,,,0.04311840236186981,0.04311840236186981
16,33,0.051482442766427994,,,
17,35,,,0.04568605124950409,0.04568605124950409
17,35,0.05418170243501663,,,
18,37,,,0.04637302830815315,0.04637303203344345
18,37,0.0518195666372776,,,
19,39,,,0.045136336237192154,0.045136336237192154
19,39,0.05175957456231117,,,
20,41,,,0.044152066111564636,0.044152069836854935
20,41,0.05044493451714516,,,
21,43,,,0.04503069818019867,0.04503069818019867
21,43,0.05078612267971039,,,
22,45,,,0.04426102340221405,0.04426102340221405
22,45,0.05061480030417442,,,
23,47,,,0.04468398168683052,0.04468398541212082
23,47,0.049388621002435684,,,
24,49,,0.04344438761472702,,
24,49,,,0.04388834163546562,0.04388834163546562
24,49,0.046390824019908905,,,
25,51,,,0.04326964169740677,0.04326964169740677
25,51,0.0468917042016983,,,
26,53,,,0.04330909252166748,0.04330909252166748
26,53,0.04463847354054451,,,
27,55,,,0.04495935142040253,0.04495935142040253
27,55,0.04963493347167969,,,
28,57,,,0.04279384762048721,0.042793843895196915
28,57,0.04628104716539383,,,
29,59,,,0.04271470382809639,0.04271470382809639
29,59,0.043861087411642075,,,
30,61,,,0.04377581551671028,0.04377581551671028
30,61,0.044365834444761276,,,
31,63,,,0.04386111721396446,0.04386111721396446
31,63,0.042101673781871796,,,
32,65,,,0.04310552403330803,0.04310552403330803
32,65,0.04304453358054161,,,
33,67,,,0.043782252818346024,0.04378224536776543
33,67,0.04249681159853935,,,
34,69,,,0.04504178836941719,0.04504178836941719
34,69,0.04204971343278885,,,
35,71,,,0.0421256385743618,0.0421256422996521
35,71,0.040058378130197525,,,
36,73,,,0.04155256226658821,0.04155256226658821
36,73,0.0396430529654026,,,
37,75,,,0.043955978006124496,0.043955978006124496
37,75,0.040017638355493546,,,
38,77,,,0.041372086852788925,0.04137208312749863
38,77,0.04110068082809448,,,
39,79,,,0.04159415885806084,0.04159415885806084
39,79,0.04016920551657677,,,
40,81,,,0.04569956287741661,0.04569957032799721
40,81,0.039767973124980927,,,
41,83,,,0.042487647384405136,0.042487651109695435
41,83,0.039746325463056564,,,
42,85,,,0.04420480877161026,0.04420480877161026
42,85,0.04112408682703972,,,
43,87,,,0.04736446589231491,0.04736446216702461
43,87,0.04015054553747177,,,
44,89,,,0.04107015207409859,0.04107015207409859
44,89,0.03992283716797829,,,
45,91,,,0.041617076843976974,0.04161708056926727
45,91,0.040195561945438385,,,
46,93,,,0.04761975631117821,0.04761975631117821
46,93,0.038578566163778305,,,
47,95,,,0.04340726137161255,0.04340726509690285
47,95,0.040372978895902634,,,
48,97,,,0.04210180044174194,0.04210180044174194
48,97,0.03941601514816284,,,
49,99,,0.03742879256606102,,
49,99,,,0.042973458766937256,0.042973458766937256
49,99,0.04038594290614128,,,
50,101,,,0.04390975832939148,0.04390976205468178
50,101,0.036032360047101974,,,
51,103,,,0.04378499835729599,0.04378499835729599
51,103,0.03467840328812599,,,
52,105,,,0.0421421192586422,0.042142122983932495
52,105,0.03776026889681816,,,
