epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
108,217,,,0.04236822947859764,0.04236822575330734
108,217,0.03217887878417969,,,
109,219,,,0.042948879301548004,0.042948879301548004
109,219,0.03397965058684349,,,
110,221,,,0.0437173992395401,0.0437174029648304
110,221,0.03156420215964317,,,
111,223,,,0.044442180544137955,0.044442180544137955
111,223,0.03080929070711136,,,
112,225,,,0.04474912956357002,0.04474912956357002
112,225,0.03134054318070412,,,
113,227,,,0.04457807168364525,0.04457807168364525
113,227,0.030535351485013962,,,
114,229,,,0.04299575462937355,0.04299575090408325
114,229,0.03177490830421448,,,
115,231,,,0.043852150440216064,0.04385215416550636
115,231,0.030186837539076805,,,
116,233,,,0.04528564214706421,0.04528564214706421
116,233,0.03327063098549843,,,
117,235,,,0.04499677196145058,0.04499677196145058
117,235,0.03086169809103012,,,
118,237,,,0.043646082282066345,0.043646082282066345
118,237,0.03209919482469559,,,
119,239,,,0.043308284133672714,0.043308284133672714
119,239,0.03268344700336456,,,
120,241,,,0.044725921005010605,0.0447259247303009
120,241,0.030307941138744354,,,
121,243,,,0.0444008894264698,0.044400885701179504
121,243,0.0309844259172678,,,
122,245,,,0.04380779713392258,0.04380779713392258
122,245,0.02986939623951912,,,
123,247,,,0.04400867596268654,0.04400867968797684
123,247,0.029663490131497383,,,
124,249,,0.03698093444108963,,
124,249,,,0.0449724942445755,0.0449724942445755
124,249,0.030077297240495682,,,
125,251,,,0.044426485896110535,0.044426485896110535
125,251,0.028655176982283592,,,
126,253,,,0.044333167374134064,0.04433317109942436
126,253,0.03019537962973118,,,
127,255,,,0.043318361043930054,0.043318361043930054
127,255,0.029324768111109734,,,
128,257,,,0.04207271337509155,0.04207271337509155
128,257,0.028643356636166573,,,
129,259,,,0.042410958558321,0.0424109622836113
129,259,0.0289536714553833,,,
130,261,,,0.043374937027692795,0.043374937027692795
130,261,0.029169194400310516,,,
131,263,,,0.04400521516799927,0.04400521516799927
131,263,0.030094636604189873,,,
132,265,,,0.043822988867759705,0.043822988867759705
132,265,0.03063930757343769,,,
133,267,,,0.043809324502944946,0.04380932077765465
133,267,0.028845462948083878,,,
134,269,,,0.043574947863817215,0.043574947863817215
134,269,0.030018208548426628,,,
135,271,,,0.043631214648485184,0.043631210923194885
135,271,0.030171431601047516,,,
136,273,,,0.04433228448033333,0.04433228448033333
136,273,0.029969805851578712,,,
137,275,,,0.043488580733537674,0.043488577008247375
137,275,0.02879185974597931,,,
138,277,,,0.042459215968847275,0.042459215968847275
138,277,0.029769686982035637,,,
139,279,,,0.042039163410663605,0.04203915596008301
139,279,0.029257092624902725,,,
140,281,,,0.04311755299568176,0.04311755672097206
140,281,0.029413271695375443,,,
141,283,,,0.044563956558704376,0.044563956558704376
141,283,0.027462052181363106,,,
142,285,,,0.04457898065447807,0.044578976929187775
142,285,0.029296739026904106,,,
143,287,,,0.04471655935049057,0.04471655935049057
143,287,0.029686886817216873,,,
144,289,,,0.04351576790213585,0.04351576790213585
144,289,0.02977631613612175,,,
145,291,,,0.043112561106681824,0.043112561106681824
145,291,0.027322765439748764,,,
146,293,,,0.04411516338586807,0.044115159660577774
146,293,0.02662479691207409,,,
147,295,,,0.04491722211241722,0.04491721838712692
147,295,0.02562207169830799,,,
148,297,,,0.044217705726623535,0.044217709451913834
148,297,0.03198055922985077,,,
149,299,,0.0261679757386446,,
149,299,,,0.04307343438267708,0.04307343438267708
149,299,0.027727583423256874,,,
150,301,,,0.04331624135375023,0.04331624135375023
150,301,0.02931489236652851,,,
151,303,,,0.04413207247853279,0.04413207620382309
151,303,0.028041381388902664,,,
152,305,,,0.04388878121972084,0.04388878121972084
152,305,0.026905404403805733,,,
153,307,,,0.043411415070295334,0.043411411345005035
153,307,0.02596135437488556,,,
154,309,,,0.04220886528491974,0.04220886528491974
154,309,0.026057137176394463,,,
155,311,,,0.04162261262536049,0.04162261262536049
155,311,0.02523062564432621,,,
156,313,,,0.04292676970362663,0.04292677342891693
156,313,0.02718926966190338,,,
157,315,,,0.04463022202253342,0.04463022202253342
157,315,0.02739432081580162,,,
158,317,,,0.045859675854444504,0.045859675854444504
158,317,0.02739378996193409,,,
159,319,,,0.04420673847198486,0.04420673847198486
159,319,0.02709478698670864,,,
160,321,,,0.0426056794822216,0.0426056794822216
160,321,0.02773442305624485,,,
161,323,,,0.04228426516056061,0.04228426516056061
161,323,0.026447337120771408,,,
162,325,,,0.04285408928990364,0.04285408928990364
162,325,0.027537597343325615,,,
163,327,,,0.04415396600961685,0.04415396600961685
163,327,0.026377419009804726,,,
164,329,,,0.04397044703364372,0.04397045448422432
164,329,0.02667488344013691,,,
165,331,,,0.04343602806329727,0.04343602806329727
165,331,0.02668953686952591,,,
166,333,,,0.04341648519039154,0.04341648519039154
166,333,0.02729959972202778,,,
167,335,,,0.04236898943781853,0.04236898571252823
167,335,0.02751764841377735,,,
168,337,,,0.0424276702105999,0.0424276739358902
168,337,0.027052797377109528,,,
169,339,,,0.04347345232963562,0.04347345605492592
169,339,0.027555305510759354,,,
170,341,,,0.04410044848918915,0.04410044848918915
170,341,0.02648347243666649,,,
171,343,,,0.04360305517911911,0.04360306262969971
171,343,0.026798071339726448,,,
172,345,,,0.04211960732936859,0.04211960732936859
172,345,0.02647998370230198,,,
173,347,,,0.04209880530834198,0.04209880530834198
173,347,0.02641446702182293,,,
174,349,,0.03019866533577442,,
174,349,,,0.04345037043094635,0.04345037043094635
174,349,0.02589501440525055,,,
175,351,,,0.04550819471478462,0.04550819471478462
175,351,0.026966506615281105,,,
176,353,,,0.04557490348815918,0.04557490348815918
176,353,0.026413921266794205,,,
177,355,,,0.04515928775072098,0.04515928775072098
177,355,0.026422997936606407,,,
178,357,,,0.04384608939290047,0.043846093118190765
178,357,0.026959115639328957,,,
179,359,,,0.0423247367143631,0.0423247329890728
179,359,0.02638566866517067,,,
180,361,,,0.04268082603812218,0.04268082603812218
180,361,0.026881709694862366,,,
181,363,,,0.043662089854478836,0.04366208612918854
181,363,0.026465358212590218,,,
182,365,,,0.04448511824011803,0.04448511824011803
182,365,0.02589249610900879,,,
183,367,,,0.04498300701379776,0.04498300328850746
183,367,0.026798544451594353,,,
184,369,,,0.04464622214436531,0.04464622214436531
184,369,0.02655119262635708,,,
185,371,,,0.0439467690885067,0.043946776539087296
185,371,0.02624819241464138,,,
186,373,,,0.04368359595537186,0.04368359595537186
186,373,0.026660485193133354,,,
187,375,,,0.04328392818570137,0.04328393191099167
187,375,0.02689039707183838,,,
188,377,,,0.042032353579998016,0.04203234985470772
188,377,0.024687692523002625,,,
189,379,,,0.041608136147260666,0.041608136147260666
189,379,0.026888933032751083,,,
190,381,,,0.0421382300555706,0.0421382300555706
190,381,0.026837464421987534,,,
191,383,,,0.04317949712276459,0.04317949712276459
191,383,0.0249229297041893,,,
192,385,,,0.04542367160320282,0.04542367160320282
192,385,0.024868879467248917,,,
193,387,,,0.04575834050774574,0.045758336782455444
193,387,0.02583899535238743,,,
194,389,,,0.044770896434783936,0.044770896434783936
194,389,0.025480004027485847,,,
195,391,,,0.043792884796857834,0.043792884796857834
195,391,0.025551024824380875,,,
196,393,,,0.043492790311574936,0.043492790311574936
196,393,0.026491427794098854,,,
197,395,,,0.043266501277685165,0.043266501277685165
197,395,0.024873746559023857,,,
198,397,,,0.04387431964278221,0.04387431591749191
198,397,0.02654656395316124,,,
199,399,,0.02149898186326027,,
199,399,,,0.04363401234149933,0.04363401234149933
199,399,0.025442039594054222,,,
