fold,pearson,pearson_p_val,spearman,kendall,rmse,n_vals
0,0.5964677514566288,2.488075946664963e-07,0.6053965799381869,0.46642033320315973,0.0332053349162074,63
1,0.6500681638349426,8.14458178711552e-09,0.6266186841613243,0.49024768100408744,0.03148038442276601,63
