epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
33,67,,,0.045434627681970596,0.045434627681970596
33,67,0.044306959956884384,,,
34,69,,,0.04409169778227806,0.04409169405698776
34,69,0.04353826120495796,,,
35,71,,,0.0427183136343956,0.0427183136343956
35,71,0.04271620512008667,,,
36,73,,,0.042151737958192825,0.042151737958192825
36,73,0.04387729987502098,,,
37,75,,,0.04231642931699753,0.042316436767578125
37,75,0.04186444729566574,,,
38,77,,,0.042645420879125595,0.0426454171538353
38,77,0.03928297013044357,,,
39,79,,,0.04348520562052727,0.04348520189523697
39,79,0.040188491344451904,,,
40,81,,,0.04336570203304291,0.04336569830775261
40,81,0.04333772137761116,,,
41,83,,,0.0435728058218956,0.0435728020966053
41,83,0.039949480444192886,,,
42,85,,,0.04434898495674133,0.04434898495674133
42,85,0.04116268828511238,,,
43,87,,,0.0416543185710907,0.0416543185710907
43,87,0.038598574697971344,,,
44,89,,,0.0421704463660717,0.0421704463660717
44,89,0.040762029588222504,,,
45,91,,,0.04618524760007858,0.04618524760007858
45,91,0.03808537498116493,,,
46,93,,,0.0443694107234478,0.0443694144487381
46,93,0.043947890400886536,,,
47,95,,,0.0463060587644577,0.046306062489748
47,95,0.04090103507041931,,,
48,97,,,0.04447122663259506,0.04447123408317566
48,97,0.043770138174295425,,,
49,99,,0.03177614510059357,,
49,99,,,0.046041056513786316,0.046041056513786316
49,99,0.038308966904878616,,,
50,101,,,0.04280628263950348,0.04280628263950348
50,101,0.04328712075948715,,,
51,103,,,0.04299788549542427,0.04299788549542427
51,103,0.03753802180290222,,,
52,105,,,0.04346153512597084,0.04346153512597084
52,105,0.04129873588681221,,,
53,107,,,0.045213982462882996,0.045213982462882996
53,107,0.03837351128458977,,,
54,109,,,0.04560702294111252,0.04560702294111252
54,109,0.03782017156481743,,,
55,111,,,0.04289736598730087,0.04289736598730087
55,111,0.03829970955848694,,,
56,113,,,0.04287853464484215,0.04287853464484215
56,113,0.035007379949092865,,,
57,115,,,0.0427570641040802,0.0427570641040802
57,115,0.04007846862077713,,,
58,117,,,0.04363906756043434,0.04363906383514404
58,117,0.035428859293460846,,,
59,119,,,0.04358327016234398,0.04358327016234398
59,119,0.03835271671414375,,,
60,121,,,0.042716704308986664,0.042716704308986664
60,121,0.03572610020637512,,,
61,123,,,0.042465370148420334,0.042465370148420334
61,123,0.040283504873514175,,,
62,125,,,0.04299399256706238,0.04299399256706238
62,125,0.036923691630363464,,,
63,127,,,0.04383322596549988,0.04383321851491928
63,127,0.037840794771909714,,,
64,129,,,0.04313630983233452,0.04313630983233452
64,129,0.03629278019070625,,,
65,131,,,0.04281967133283615,0.04281967878341675
65,131,0.03833287954330444,,,
66,133,,,0.042496148496866226,0.04249614477157593
66,133,0.038285497575998306,,,
67,135,,,0.04332175478339195,0.04332175850868225
67,135,0.03631770610809326,,,
68,137,,,0.04332324117422104,0.04332324117422104
68,137,0.03541792184114456,,,
69,139,,,0.04314453527331352,0.04314453899860382
69,139,0.035227470099925995,,,
70,141,,,0.043509986251592636,0.043509986251592636
70,141,0.03633849695324898,,,
71,143,,,0.0426083579659462,0.0426083579659462
71,143,0.03596635162830353,,,
72,145,,,0.04273122549057007,0.04273122549057007
72,145,0.03480323404073715,,,
73,147,,,0.04267499968409538,0.04267500713467598
73,147,0.03521869331598282,,,
74,149,,0.03693034127354622,,
74,149,,,0.04360088333487511,0.04360088333487511
74,149,0.03570995479822159,,,
75,151,,,0.043012697249650955,0.043012697249650955
75,151,0.03502136468887329,,,
76,153,,,0.04242078587412834,0.04242078959941864
76,153,0.03437144309282303,,,
77,155,,,0.04261649399995804,0.04261649399995804
77,155,0.036071788519620895,,,
78,157,,,0.042274970561265945,0.04227496311068535
78,157,0.03657443821430206,,,
79,159,,,0.04254433512687683,0.04254433140158653
79,159,0.0347662977874279,,,
80,161,,,0.04305758699774742,0.04305758699774742
80,161,0.033355772495269775,,,
81,163,,,0.042868707329034805,0.042868707329034805
81,163,0.03531094267964363,,,
82,165,,,0.04320262745022774,0.04320262372493744
82,165,0.034321464598178864,,,
83,167,,,0.0431969091296196,0.0431969091296196
83,167,0.034193702042102814,,,
84,169,,,0.04263664036989212,0.04263664409518242
84,169,0.03297768905758858,,,
85,171,,,0.04239455237984657,0.042394548654556274
85,171,0.03660532832145691,,,
86,173,,,0.04283105209469795,0.04283105581998825
86,173,0.035660069435834885,,,
87,175,,,0.04277506098151207,0.04277506470680237
87,175,0.03297213092446327,,,
88,177,,,0.04340573772788048,0.04340573027729988
88,177,0.033958740532398224,,,
89,179,,,0.04435130953788757,0.04435130953788757
89,179,0.03419509902596474,,,
90,181,,,0.04416315257549286,0.04416315257549286
90,181,0.035210829228162766,,,
91,183,,,0.04267518222332001,0.042675185948610306
91,183,0.03272785246372223,,,
92,185,,,0.042301855981349945,0.042301855981349945
92,185,0.03548967465758324,,,
93,187,,,0.04234735295176506,0.04234734922647476
93,187,0.032572392374277115,,,
94,189,,,0.04358366131782532,0.043583665043115616
94,189,0.03439134359359741,,,
95,191,,,0.044833630323410034,0.044833630323410034
95,191,0.03305666148662567,,,
96,193,,,0.04429394006729126,0.04429393634200096
96,193,0.03122779168188572,,,
97,195,,,0.04343056306242943,0.04343056678771973
97,195,0.03131221979856491,,,
98,197,,,0.04230776056647301,0.04230776056647301
98,197,0.03254648670554161,,,
99,199,,0.02517968788743019,,
99,199,,,0.04284686967730522,0.042846858501434326
99,199,0.03195676952600479,,,
100,201,,,0.04365385323762894,0.04365385323762894
100,201,0.03168805316090584,,,
101,203,,,0.04379362240433693,0.04379362240433693
101,203,0.03358445316553116,,,
102,205,,,0.04440165311098099,0.04440165311098099
102,205,0.031944047659635544,,,
103,207,,,0.04365983232855797,0.04365983232855797
103,207,0.030621394515037537,,,
104,209,,,0.04393549636006355,0.04393549636006355
104,209,0.031179476529359818,,,
105,211,,,0.04429582506418228,0.04429582506418228
105,211,0.032719001173973083,,,
106,213,,,0.045699577778577805,0.045699577778577805
106,213,0.03070918843150139,,,
107,215,,,0.04618852585554123,0.04618852585554123
107,215,0.031760625541210175,,,
108,217,,,0.04493007808923721,0.04493007808923721
108,217,0.0326540507376194,,,
109,219,,,0.04375290870666504,0.04375290498137474
109,219,0.029826223850250244,,,
110,221,,,0.04375160112977028,0.04375160112977028
110,221,0.03216150775551796,,,
111,223,,,0.04435153305530548,0.04435153678059578
111,223,0.03047553263604641,,,
112,225,,,0.0461617074906826,0.0461617074906826
112,225,0.03082655556499958,,,
113,227,,,0.04678221419453621,0.04678221419453621
113,227,0.029347335919737816,,,
114,229,,,0.04653814807534218,0.04653815180063248
114,229,0.03172734007239342,,,
115,231,,,0.0460362508893013,0.0460362508893013
115,231,0.02990609221160412,,,
116,233,,,0.045044101774692535,0.045044105499982834
116,233,0.028346197679638863,,,
117,235,,,0.04436813294887543,0.044368140399456024
117,235,0.031397510319948196,,,
118,237,,,0.04491960257291794,0.04491959884762764
118,237,0.029863940551877022,,,
119,239,,,0.0456831194460392,0.0456831194460392
119,239,0.02786562219262123,,,
120,241,,,0.045057009905576706,0.045057009905576706
120,241,0.03094794601202011,,,
121,243,,,0.0446246936917305,0.0446246936917305
121,243,0.029021449387073517,,,
122,245,,,0.04492843896150589,0.04492843896150589
122,245,0.029408695176243782,,,
123,247,,,0.04499030113220215,0.04499030113220215
123,247,0.028776202350854874,,,
124,249,,0.02687612548470497,,
124,249,,,0.04575193673372269,0.04575193673372269
124,249,0.027079321444034576,,,
125,251,,,0.04634340852499008,0.04634340479969978
125,251,0.02938273921608925,,,
126,253,,,0.0463484562933445,0.0463484562933445
126,253,0.03012271784245968,,,
127,255,,,0.046058956533670425,0.046058960258960724
127,255,0.02807164378464222,,,
128,257,,,0.04613455757498741,0.04613456130027771
128,257,0.029261460527777672,,,
129,259,,,0.04617546871304512,0.04617546871304512
129,259,0.028132803738117218,,,
130,261,,,0.0470091886818409,0.0470091886818409
130,261,0.028355080634355545,,,
131,263,,,0.047885242849588394,0.047885242849588394
131,263,0.028930556029081345,,,
132,265,,,0.04720566049218178,0.04720566049218178
132,265,0.027827827259898186,,,
133,267,,,0.046584878116846085,0.04658488184213638
133,267,0.02781778573989868,,,
134,269,,,0.046806640923023224,0.04680664837360382
134,269,0.0294523723423481,,,
135,271,,,0.04707701876759529,0.04707701876759529
135,271,0.02714705653488636,,,
136,273,,,0.04742281138896942,0.04742281138896942
136,273,0.02887437306344509,,,
137,275,,,0.04687725007534027,0.04687725007534027
137,275,0.02874930016696453,,,
138,277,,,0.046589385718107224,0.046589385718107224
138,277,0.028080172836780548,,,
139,279,,,0.047072477638721466,0.047072477638721466
139,279,0.027990523725748062,,,
140,281,,,0.04665449261665344,0.046654488891363144
140,281,0.025882475078105927,,,
141,283,,,0.04637429863214493,0.04637429490685463
141,283,0.02839966118335724,,,
142,285,,,0.047435034066438675,0.047435034066438675
142,285,0.026067044585943222,,,
143,287,,,0.04736127704381943,0.04736127704381943
143,287,0.02654801681637764,,,
144,289,,,0.0470602922141552,0.0470602922141552
144,289,0.028121521696448326,,,
145,291,,,0.04729452356696129,0.04729452356696129
145,291,0.027096444740891457,,,
146,293,,,0.04723818600177765,0.04723818600177765
146,293,0.028116462752223015,,,
147,295,,,0.04675689712166786,0.04675690084695816
147,295,0.02575995773077011,,,
148,297,,,0.04675550386309624,0.04675550386309624
148,297,0.02692973054945469,,,
149,299,,0.02540147490799427,,
149,299,,,0.046899158507585526,0.04689915478229523
149,299,0.02839835174381733,,,
150,301,,,0.04655495658516884,0.04655495658516884
150,301,0.026757311075925827,,,
151,303,,,0.0466017983853817,0.0466017983853817
151,303,0.026396121829748154,,,
152,305,,,0.04690531641244888,0.04690531641244888
152,305,0.027753232046961784,,,
153,307,,,0.04749569669365883,0.04749570041894913
153,307,0.027109602466225624,,,
154,309,,,0.0476033091545105,0.0476033091545105
154,309,0.02766505442559719,,,
155,311,,,0.047918159514665604,0.047918159514665604
155,311,0.02715819887816906,,,
156,313,,,0.04740479588508606,0.04740479961037636
156,313,0.026552559807896614,,,
157,315,,,0.04634608328342438,0.04634608328342438
157,315,0.026156537234783173,,,
158,317,,,0.04622826725244522,0.04622826725244522
158,317,0.027200130745768547,,,
159,319,,,0.04685942828655243,0.04685942828655243
159,319,0.026002084836363792,,,
160,321,,,0.048495881259441376,0.04849587753415108
160,321,0.027083823457360268,,,
161,323,,,0.047475606203079224,0.047475602477788925
161,323,0.02606510929763317,,,
162,325,,,0.04640769213438034,0.04640769213438034
162,325,0.024307478219270706,,,
163,327,,,0.04666369408369064,0.04666369780898094
163,327,0.026113683357834816,,,
164,329,,,0.04753804951906204,0.047538045793771744
164,329,0.026538515463471413,,,
165,331,,,0.04853225499391556,0.04853225499391556
165,331,0.02421153336763382,,,
166,333,,,0.04827544465661049,0.04827544465661049
166,333,0.026408834382891655,,,
167,335,,,0.046813953667879105,0.0468139573931694
167,335,0.02515842206776142,,,
168,337,,,0.046183664351701736,0.046183664351701736
168,337,0.02633177675306797,,,
169,339,,,0.04577610269188881,0.04577610269188881
169,339,0.025766585022211075,,,
170,341,,,0.04658810421824455,0.04658810421824455
170,341,0.02556816302239895,,,
171,343,,,0.04738086462020874,0.04738085716962814
171,343,0.026125172153115273,,,
172,345,,,0.0473187193274498,0.0473187156021595
172,345,0.026737425476312637,,,
173,347,,,0.046908676624298096,0.046908676624298096
173,347,0.024872133508324623,,,
174,349,,0.029787778854370117,,
174,349,,,0.04669775068759918,0.04669775068759918
174,349,0.026722749695181847,,,
175,351,,,0.046812742948532104,0.046812742948532104
175,351,0.023977313190698624,,,
176,353,,,0.0469694621860981,0.0469694621860981
176,353,0.024862581863999367,,,
177,355,,,0.04720630869269371,0.04720630869269371
177,355,0.023732036352157593,,,
178,357,,,0.047099992632865906,0.047099992632865906
178,357,0.024750804528594017,,,
179,359,,,0.0468347929418087,0.0468347929418087
179,359,0.024283377453684807,,,
180,361,,,0.046459559351205826,0.046459559351205826
180,361,0.023532643914222717,,,
181,363,,,0.04674578830599785,0.04674578830599785
181,363,0.0257448498159647,,,
182,365,,,0.04666011035442352,0.04666011407971382
182,365,0.024349158629775047,,,
183,367,,,0.04666381701827049,0.046663813292980194
183,367,0.024261947721242905,,,
184,369,,,0.04739438742399216,0.047394391149282455
184,369,0.024431273341178894,,,
185,371,,,0.04734363406896591,0.04734363406896591
185,371,0.023567471653223038,,,
186,373,,,0.04664904624223709,0.04664904624223709
186,373,0.024194182828068733,,,
187,375,,,0.04641881212592125,0.04641881212592125
187,375,0.02573089674115181,,,
188,377,,,0.04648853465914726,0.04648853465914726
188,377,0.02347641997039318,,,
189,379,,,0.04695119708776474,0.04695120081305504
189,379,0.024401169270277023,,,
190,381,,,0.046625565737485886,0.046625565737485886
190,381,0.022921428084373474,,,
191,383,,,0.046270743012428284,0.046270743012428284
191,383,0.023119358345866203,,,
192,385,,,0.04596832022070885,0.04596832022070885
192,385,0.024054456502199173,,,
193,387,,,0.04551595449447632,0.04551595449447632
193,387,0.023341108113527298,,,
194,389,,,0.04571966454386711,0.04571966454386711
194,389,0.024365290999412537,,,
195,391,,,0.045787300914525986,0.04578729718923569
195,391,0.023747963830828667,,,
196,393,,,0.045918796211481094,0.045918796211481094
196,393,0.023696163669228554,,,
197,395,,,0.0460471510887146,0.0460471473634243
197,395,0.02329232171177864,,,
198,397,,,0.04653257504105568,0.046532582491636276
198,397,0.024136774241924286,,,
199,399,,0.026054879650473595,,
199,399,,,0.04666007310152054,0.04666007310152054
199,399,0.025788603350520134,,,
