IL_SMILES,Experiment_value,rel,IL_molratio,HL_molratio,CHL_molratio,PEG_molratio,IL_to_nucleicacid_massratio,molwtlog1p,Nitrogen.Count,Rotatable.Bonds,LogP,Fraction.sp3.Carbons,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,Heavy.Atoms,van.der.Waals.Molecular.Volume,Molar.Refractivity,has_ester,has_carbonate,has_disulfide,Cargo_type_FLuc,Cargo_type_GFP,Model_type_A549,Model_type_BeWo_b30,Model_type_DC2.4,Model_type_HEK293T,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_RAW264.7,HL_name_14PA,HL_name_18PG,HL_name_DDAB,HL_name_DOPE,HL_name_DOTAP,HL_name_DSPC,HL_name_MDOA,num_permanent_cationic_N,formal_net_charge,Dose_ug_nucleicacid,Sample_weight
CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(c2cccnc2)CC1)CCCCCC,0.801780193,1,35.0,16.0,46.5,2.5,10.0,6.484557370008383,3,25,8.8898,0.717948718,81.2,0,8,47,653.4767721,191.44,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCCCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCCCCC,0.798478701,1,35.0,16.0,46.5,2.5,10.0,7.02705893568587,2,55,17.7828,0.823529412,130.14,0,12,80,1124.894298,330.562,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCn1ccnc1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCCCCC,0.793375714,1,35.0,16.0,46.5,2.5,10.0,6.957989162391996,3,48,15.3872,0.758064516,144.72,0,13,75,1049.764346,301.916,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCCCCCCCCCCCC)CCc1ccncc1)CCCCCC,0.791802884,1,35.0,16.0,46.5,2.5,10.0,7.239376482631739,2,77,26.6541,0.850574713,139.79,0,12,99,1391.191649,416.737,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCc1ccncc1)CCCCCC,0.759989719,1,35.0,16.0,46.5,2.5,10.0,7.032337370805684,2,53,18.0787,0.753623188,139.79,0,12,81,1130.847348,330.715,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCCCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCCCCC,0.758241969,1,35.0,16.0,46.5,2.5,10.0,6.975978254174979,2,51,16.2224,0.8125,130.14,0,12,76,1068.831698,312.094,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCN(C)CCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCCCCC,0.757245138,1,35.0,16.0,46.5,2.5,10.0,7.272624755836837,3,80,25.842,0.865168539,133.38,0,13,102,1438.265149,433.893,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCC[C@H]1CO)CCCCCC,0.756494564,1,35.0,16.0,46.5,2.5,10.0,6.431215133182697,1,27,8.9095,0.837837838,85.3,1,7,44,619.4811888,179.4648,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCOCCOCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCCCC,0.756220157,1,35.0,16.0,46.5,2.5,10.0,7.271877423555918,2,79,24.7152,0.818181818,148.6,0,14,102,1437.197129,428.612,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCCCCC,0.751828633,1,35.0,16.0,46.5,2.5,10.0,7.344906375105299,3,74,22.6502,0.804347826,195.21,0,18,110,1546.177121,448.616,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCn1ccnc1)CCCCCC,0.750798979,1,35.0,16.0,46.5,2.5,10.0,6.469178996423078,3,29,9.2813,0.763157895,82.89,0,8,46,643.4924222,187.508,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCn1ccnc1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCCCCC,0.742705462,1,35.0,16.0,46.5,2.5,10.0,7.034985988928017,3,54,17.7278,0.779411765,144.72,0,13,81,1133.858247,329.618,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCN1CCCCN(C)CC1)CCCCCC,0.741771051,1,35.0,16.0,46.5,2.5,10.0,7.000908588959613,3,47,15.128,0.815384615,133.38,0,13,78,1095.842597,318.243,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN1CCN(C)CC1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CCCCCC,0.737058791,1,35.0,16.0,46.5,2.5,10.0,7.03853000047783,3,52,16.2983,0.823529412,133.38,0,13,81,1137.889547,332.094,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(CCN2CCCC2)CC1)CCCCCC,0.73545985,1,35.0,16.0,46.5,2.5,10.0,6.7035487843875226,3,38,12.6158,0.84,71.55,0,8,58,813.695873,244.544,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCOCCOCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCCCCCCCCCCCC)CCCCCC,0.733951443,1,35.0,16.0,46.5,2.5,10.0,7.277464703781324,2,83,25.6112,0.909090909,148.6,0,14,102,1445.259729,428.988,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCN(C)C)CCCCCC,0.730404681,1,35.0,16.0,46.5,2.5,10.0,6.41006467852557,2,28,8.5561,0.833333333,68.31,0,7,43,606.4971732,179.218,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCCCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCCCC,0.72818277,1,35.0,16.0,46.5,2.5,10.0,7.249394145554708,2,77,26.2424,0.818181818,130.14,0,12,100,1405.207299,425.442,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCCCCC,0.725867478,1,35.0,16.0,46.5,2.5,10.0,8.287366859985651,4,227,75.8146,0.85483871,383.94,0,34,282,3969.412299,1191.498,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCc1cn(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)cn1)CCCCCC,0.725652036,1,35.0,16.0,46.5,2.5,10.0,7.367912465728122,3,75,24.7862,0.778947368,206.55,0,18,113,1582.177121,458.021,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCN1CCCCC1)CCCCCC,0.714787109,1,35.0,16.0,46.5,2.5,10.0,6.9339170557245815,2,45,14.8061,0.803278689,130.14,0,12,73,1024.769098,296.129,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(c2cccnc2)CC1)CCCCCC,0.714630765,1,35.0,16.0,46.5,2.5,10.0,6.505748185045263,3,26,9.2799,0.725,81.2,0,8,48,667.4924222,196.057,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CCN1CCOCC1)CCCCCC,0.713997781,1,35.0,16.0,46.5,2.5,10.0,7.014491747582394,2,51,15.993,0.818181818,139.37,0,13,79,1110.842262,320.799,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCC1CCCCN1CC(C)C)CCCCCC,0.712436762,1,35.0,16.0,46.5,2.5,10.0,6.987134689799865,2,47,16.2208,0.815384615,130.14,0,12,77,1080.831698,314.505,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN1CCCCCC1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCCCCCCCCCCCC)CCCCCC,0.697065661,1,35.0,16.0,46.5,2.5,10.0,7.263558743292785,2,78,27.2825,0.91011236,130.14,0,12,101,1425.2699,428.321,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCC1CCCCN1C)CCCCCC,0.696608871,1,35.0,16.0,46.5,2.5,10.0,6.947489321897609,2,45,15.1946,0.806451613,130.14,0,12,74,1038.784748,300.724,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN1CCCCC1)CCCCCC,0.694851467,1,35.0,16.0,46.5,2.5,10.0,7.240822439190831,2,75,26.0543,0.862068966,130.14,0,12,99,1393.207299,418.899,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCCCCC,0.694266745,1,35.0,16.0,46.5,2.5,10.0,6.9082241690360116,2,46,14.2719,0.796610169,130.14,0,12,71,998.7534475,289.009,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCCCCC,0.68372793,1,35.0,16.0,46.5,2.5,10.0,8.100852558595026,3,188,63.3726,0.854368932,318.87,0,28,234,3293.832125,988.974,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCCCCC,0.681475973,1,35.0,16.0,46.5,2.5,10.0,7.317351176951483,3,71,21.4799,0.797752809,195.21,0,18,107,1504.130171,434.765,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(c2ccncc2)CC1)CCCCCC,0.675789353,1,35.0,16.0,46.5,2.5,10.0,6.440779062494407,3,23,8.1096,0.702702703,81.2,0,8,45,625.445472,182.206,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCN(C)C)CCCCCC,0.67229469,1,35.0,16.0,46.5,2.5,10.0,6.598748781887751,2,38,12.3958,0.822222222,68.31,0,7,52,732.6380238,222.041,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCN1CCCCN(C)CC1)CCCCCC,0.671535415,1,35.0,16.0,46.5,2.5,10.0,7.074787209553748,3,53,17.4686,0.830985915,133.38,0,13,84,1179.936497,345.945,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCN1CCCCCC1)CCCCCC,0.660504131,1,35.0,16.0,46.5,2.5,10.0,7.025268055899694,2,51,17.5368,0.823529412,130.14,0,12,80,1122.878648,328.448,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CCN(CC)CC)CCCCCC,0.64419175,1,35.0,16.0,46.5,2.5,10.0,7.001844713980624,2,53,17.0026,0.818181818,130.14,0,12,78,1096.862998,321.328,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCn1ccnc1)CCCCCC,0.641505159,1,35.0,16.0,46.5,2.5,10.0,6.447190166466747,3,28,8.8912,0.756756757,82.89,0,8,45,629.4767721,182.891,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCCN(C)C)CCCCCC,0.635921265,1,35.0,16.0,46.5,2.5,10.0,6.520703598384688,3,32,8.878,0.85,71.55,0,8,48,677.5706725,201.332,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CCCCCC,0.635779608,1,35.0,16.0,46.5,2.5,10.0,6.9889951159642045,2,52,16.6125,0.815384615,130.14,0,12,77,1082.847348,316.711,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN1CCN(CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CC1)CCCCCC,0.635437798,1,35.0,16.0,46.5,2.5,10.0,8.126045103902866,5,189,62.21,0.857142857,325.35,0,30,240,3377.900873,1012.62,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCCCC)CCc1cn(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCCCC)cn1)CCCCCC,0.629252984,1,35.0,16.0,46.5,2.5,10.0,7.419671308040139,3,81,27.1268,0.792079208,206.55,0,18,119,1666.271022,485.723,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCCCC1CO)CCCCCC,0.628729149,1,35.0,16.0,46.5,2.5,10.0,6.431215133182697,1,26,8.9095,0.837837838,85.3,1,7,44,619.4811888,179.4648,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCN1CCN(CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCC)CC1)CCCCCC,0.622348169,1,35.0,16.0,46.5,2.5,10.0,7.889822515376115,5,129,39.941,0.8125,325.35,0,30,190,2667.040119,774.95,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCN(CC)CC)CCCCCC,0.619169682,1,35.0,16.0,46.5,2.5,10.0,6.922147216429115,2,47,14.662,0.8,130.14,0,12,72,1012.769098,293.626,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCn1ccnc1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCCCCC,0.618850709,1,35.0,16.0,46.5,2.5,10.0,6.930947253983805,3,46,14.607,0.75,144.72,0,13,73,1021.733046,292.682,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CC1)CCCCCC,0.616612128,1,35.0,16.0,46.5,2.5,10.0,7.70541471552938,4,100,34.2934,0.820895522,260.28,0,24,158,2217.725996,647.662,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCC(N2CCN(CC)CC2)CC1)CCCCCC,0.61322209,1,35.0,16.0,46.5,2.5,10.0,6.535315288593593,3,26,8.7745,0.853658537,71.55,0,8,49,687.5550224,201.699,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCCCCCCCCCCCC)CCN(C)C)CCCCCC,0.610159872,1,35.0,16.0,46.5,2.5,10.0,7.214657456155586,2,77,25.578,0.904761905,130.14,0,12,96,1357.207299,407.35,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCC1CCCCN1CC(C)C)CCCCCC,0.602447216,1,35.0,16.0,46.5,2.5,10.0,7.012717815456752,2,49,17.001,0.820895522,130.14,0,12,79,1108.862998,323.739,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCC1CCCCN1CC(C)C)CCCCCC,0.60151036,1,35.0,16.0,46.5,2.5,10.0,7.0857600317703495,2,55,19.3416,0.835616438,130.14,0,12,85,1192.956898,351.441,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CC1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CCCCCC,0.601313842,1,35.0,16.0,46.5,2.5,10.0,7.653552782749382,4,100,31.1726,0.80952381,260.28,0,24,150,2105.600795,610.726,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCC[C@H]1CO)CCCCCC,0.598077973,1,35.0,16.0,46.5,2.5,10.0,6.336507096316959,1,23,7.3491,0.818181818,85.3,1,7,40,563.4185885,160.9968,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN1CCOCC1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCCCCC,0.597520095,1,35.0,16.0,46.5,2.5,10.0,6.975937155034506,2,48,14.8227,0.80952381,139.37,0,13,76,1068.795312,306.948,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCCCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CCCCCC,0.594268331,1,35.0,16.0,46.5,2.5,10.0,7.001844713980624,2,53,17.0026,0.818181818,130.14,0,12,78,1096.862998,321.328,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
CCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCC)CC1)CCCCCC,0.592461625,1,35.0,16.0,46.5,2.5,10.0,7.679819918976599,4,96,32.733,0.815384615,260.28,0,24,154,2161.663396,629.194,True,True,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,1.0
