fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.666036,0.0,0.612303,0.001303,0.02885,814.0
1,0.64987,0.0,0.598849,0.001318,0.027661,812.0
2,0.549124,0.0,0.519676,0.001593,0.033077,781.0
3,0.65712,0.0,0.57159,0.001217,0.027551,892.0
4,0.648555,0.0,0.543272,0.001255,0.028182,797.0
Mean,0.634141,0.0,0.569138,0.001337,0.029064,819.2
