IL_SMILES,Experiment_value,IL_molratio,HL_molratio,CHL_molratio,PEG_molratio,IL_to_nucleicacid_massratio,molwtlog1p,Nitrogen.Count,Rotatable.Bonds,LogP,Fraction.sp3.Carbons,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,Heavy.Atoms,van.der.Waals.Molecular.Volume,Molar.Refractivity,has_ester,has_carbonate,has_disulfide,Cargo_type_FLuc,Cargo_type_GFP,Model_type_A549,Model_type_BeWo_b30,Model_type_DC2.4,Model_type_HEK293T,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_RAW264.7,HL_name_14PA,HL_name_18PG,HL_name_DDAB,HL_name_DOPE,HL_name_DOTAP,HL_name_DSPC,HL_name_MDOA,num_permanent_cationic_N,formal_net_charge,Dose_ug_nucleicacid,Sample_weight
CCCCCCCCCCOC(=O)CCNCCCCCCCCCCCCNC(=O)c1cc2ccc1CCc1ccc(c(C(=O)NCCCCCCCCCCCCN(CCC(=O)OCCCCCCCCCC)CCC(=O)OCCCCCCCCCC)c1)CC2,-0.931278187,24.194,32.258,40.322,3.226,10.0,7.169373880897008,4,64,19.9456,0.790123457,152.37,3,10,93,1297.067117,388.5741,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.025,1.0
CC(C)CCCCCCCOC(=O)CCNCCCCCCCCCCCCNC(=O)c1cc2ccc1CCc1ccc(c(C(=O)NCCCCCCCCCCCCN(CCC(=O)OCCCCCCCC(C)C)CCC(=O)OCCCCCCCC(C)C)c1)CC2,-0.931278187,24.194,32.258,40.322,3.226,10.0,7.169373880897008,4,61,19.5133,0.790123457,152.37,3,10,93,1297.067117,388.3641,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.025,1.0
CCCCCCCCCCCCOC(=O)CCNCCCCCCCCCCCCNC(=O)c1cc2ccc1CCc1ccc(c(C(=O)NCCCCCCCCCCCCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC)c1)CC2,-0.931278187,24.194,32.258,40.322,3.226,10.0,7.23214987362753,4,70,22.2862,0.804597701,152.37,3,10,99,1381.161018,416.2761,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.025,1.0
CCCCCCCCCCCCCCOC(=O)CCNCCCCCCCCCCCCNC(=O)c1cc2ccc1CCc1ccc(c(C(=O)NCCCCCCCCCCCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)c1)CC2,-0.931278187,24.194,32.258,40.322,3.226,10.0,7.291216739324728,4,76,24.6268,0.817204301,152.37,3,10,105,1465.254918,443.9781,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.025,1.0
CCCCCCCCCCCCCCCCOC(=O)CCNCCCCCCCCCCCCNC(=O)c1cc2ccc1CCc1ccc(c(C(=O)NCCCCCCCCCCCCN(CCC(=O)OCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCC)c1)CC2,-0.931278187,24.194,32.258,40.322,3.226,10.0,7.346988440966659,4,82,26.9674,0.828282828,152.37,3,10,111,1549.348819,471.6801,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.025,1.0
CCCCCCCCCCCCCCCCCCOC(=O)CCNCCCCCCCCCCCCNC(=O)c1cc2ccc1CCc1ccc(c(C(=O)NCCCCCCCCCCCCN(CCC(=O)OCCCCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCCCCC)c1)CC2,-0.931278187,24.194,32.258,40.322,3.226,10.0,7.399813287641991,4,88,29.308,0.838095238,152.37,3,10,117,1633.442719,499.3821,True,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.025,1.0
CCCCc1ccc(C#CCN(C)CC#Cc2ccc(CCCC)cc2)cc1,-0.354126148,51.58348057,16.10038859,30.98178654,1.334344307,10.0,5.9204195714949,1,8,5.7068,0.407407407,3.24,0,1,28,371.2613001,121.361,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC)CC#Cc2ccc(CCCC)cc2)cc1,-0.010183513,50.6575797,16.40828688,31.57427157,1.359861849,10.0,5.95737763342624,1,9,6.0969,0.428571429,3.24,0,1,29,385.2769501,125.978,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCOC)cc1,-0.669632331,48.78320312,17.03159049,32.7736873,1.411519088,10.0,6.0321769356217185,1,11,5.7234,0.448275862,12.47,0,2,31,415.2875148,132.18,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCO)cc1,1.129768186,49.64127296,16.74624867,32.22460742,1.387870948,10.0,5.997928609964982,1,10,5.0693,0.428571429,23.47,1,2,30,401.2718647,127.3898,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCN(C)C)cc1,-0.111019565,48.01152196,17.28820469,33.26748696,1.432786382,10.0,6.063003507890298,2,11,5.6386,0.466666667,6.48,0,2,32,428.3191493,138.858,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCCN(C)C)cc1,-0.599626528,47.20841333,17.55526976,33.7813971,1.454919808,10.0,6.095128374203482,2,12,6.0287,0.483870968,6.48,0,2,33,442.3347993,143.475,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCN(CC)CC)cc1,0.857657267,46.43173053,17.81354721,34.27839732,1.476324946,10.0,6.126253273956442,2,13,6.4188,0.5,6.48,0,2,34,456.3504494,148.092,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCCN(CC)CC)cc1,-0.003548353,45.68019037,18.06346374,34.75930873,1.49703716,10.0,6.156438585358364,2,14,6.8089,0.515151515,6.48,0,2,35,470.3660995,152.709,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCN2CCCC2)cc1,-0.707697576,46.54178128,17.77695102,34.20797572,1.473291981,10.0,6.121839087112522,2,11,6.1728,0.5,6.48,0,2,34,454.3347993,145.978,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCCN2CCCC2)cc1,-0.599626528,45.78670333,18.02804401,34.69115097,1.494101696,10.0,6.152155932664171,2,12,6.5629,0.515151515,6.48,0,2,35,468.3504494,150.595,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCN2CCCCC2)cc1,-0.791287553,45.78670333,18.02804401,34.69115097,1.494101696,10.0,6.152155932664171,2,11,6.5629,0.515151515,6.48,0,2,35,468.3504494,150.595,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCCN2CCN(C)CC2)cc1,-0.688385022,44.29870797,18.52286073,35.64332091,1.535110388,10.0,6.21214707258083,3,12,5.7145,0.529411765,9.72,0,3,37,497.3769985,158.858,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(C)CCCN(C)CC#Cc2ccc(CCCC)cc2)cc1,-0.073177053,47.20841333,17.55526976,33.7813971,1.454919808,10.0,6.095128374203482,2,12,6.0287,0.483870968,6.48,0,2,33,442.3347993,143.475,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC)CCN(CC)CC#Cc2ccc(CCCC)cc2)cc1,0.644849905,46.43173053,17.81354721,34.27839732,1.476324946,10.0,6.126253273956442,2,13,6.4188,0.5,6.48,0,2,34,456.3504494,148.092,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(C)CCCN(C)CCCN(C)CC#Cc2ccc(CCCC)cc2)cc1,-0.095615921,43.51746725,18.78265386,36.14323775,1.556641141,10.0,6.243805670379389,3,16,6.3506,0.542857143,9.72,0,3,38,513.4082986,165.589,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCN(CC#Cc2ccc(CCCC)cc2)CCO)cc1,2.357458435,39.16464655,20.23013719,38.92861273,1.676603534,10.0,6.423113837789565,2,17,7.7656,0.441860465,26.71,1,3,46,614.4236143,195.7618,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCN(CC#Cc2ccc(CCCC)cc2)CC#Cc2ccc(CCCC)cc2)cc1,1.562535597,34.8175145,21.67572882,41.71034753,1.796409149,10.0,6.609510955158677,2,19,11.1676,0.407407407,6.48,0,2,56,740.50695,240.608,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCCN(CC#Cc2ccc(CCCC)cc2)CC#Cc2ccc(CCCC)cc2)cc1,-0.310250185,34.39320782,21.8168274,41.98186186,1.80810291,10.0,6.628235801722107,2,20,11.5577,0.418181818,6.48,0,2,57,754.5226001,245.225,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCOCCOCCN(CC#Cc2ccc(CCCC)cc2)CC#Cc2ccc(CCCC)cc2)cc1,2.176195456,32.3135266,22.50840285,43.31265227,1.865418281,10.0,6.721697952883305,2,25,11.2008,0.448275862,24.94,0,4,62,828.5593795,262.246,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCN(C)CCN(CC#Cc2ccc(CCCC)cc2)CC#Cc2ccc(CCCC)cc2)cc1,-0.521589566,33.15269591,22.22934619,42.77566686,1.842291034,10.0,6.683631247153966,3,22,11.0994,0.438596491,9.72,0,3,60,797.5647993,258.105,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCCN(C)CCCN(CC#Cc2ccc(CCCC)cc2)CC#Cc2ccc(CCCC)cc2)cc1,-0.791287553,32.39168343,22.48241264,43.26263963,1.863264303,10.0,6.71813112299784,3,24,11.8796,0.457627119,9.72,0,3,62,825.5960994,267.339,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCN(CCN(CC#Cc2ccc(CCCC)cc2)CC#Cc2ccc(CCCC)cc2)CCN(CC#Cc2ccc(CCCC)cc2)CC#Cc2ccc(CCCC)cc2)cc1,1.425179142,25.31736244,24.83490138,47.78950577,2.058230402,10.0,7.06370548155382,4,33,16.5602,0.428571429,12.96,0,4,88,1166.810449,377.352,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCc1ccc(C#CCN(CC#Cc2ccc(CCCC)cc2)CCCN2CCN(CCCN(CC#Cc3ccc(CCCC)cc3)CC#Cc3ccc(CCCC)cc3)CC2)cc1,-0.970002081,30.99479771,22.94693184,44.1565084,1.901762042,10.0,6.782588802689242,4,24,11.5654,0.483870968,12.96,0,4,66,880.6382986,282.722,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(C)CC#Cc2ccc(CCCCCC)cc2)cc1,-0.688385022,48.06912073,17.26905085,33.23062944,1.431198978,10.0,6.060701388831776,1,12,7.2672,0.483870968,3.24,0,1,32,427.3239003,139.829,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC)CC#Cc2ccc(CCCCCC)cc2)cc1,0.132837836,47.26410014,17.53675171,33.74576304,1.453385096,10.0,6.092899116313283,1,13,7.6573,0.5,3.24,0,1,33,441.3395504,144.446,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCOC)cc1,-0.43889128,45.62838167,18.08069216,34.79246118,1.498464992,10.0,6.158522285610627,1,15,7.2838,0.515151515,12.47,0,2,35,471.3501151,150.648,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCO)cc1,2.497233129,46.37820407,17.83134685,34.31264896,1.477800118,10.0,6.128400761741867,1,14,6.6297,0.5,23.47,1,2,34,457.334465,145.8578,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)C2CCCCC2)cc1,-0.567273661,44.39687713,18.49021564,35.58050235,1.532404876,10.0,6.208177466156385,1,13,8.9701,0.555555556,3.24,0,1,37,495.3865006,160.778,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)c2ccccc2)cc1,-0.599626528,44.70006862,18.3893926,35.38648977,1.524049012,10.0,6.19592872004568,1,13,8.842,0.388888889,3.24,0,1,37,489.3395504,160.987,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CC(=O)OC)cc1,-0.239972507,44.9046602,18.32135788,35.25557138,1.518410532,10.0,6.187672572380949,1,14,6.8104,0.484848485,29.54,0,3,36,485.3293796,150.788,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCN(C)C)cc1,0.293038214,44.95259144,18.30541887,35.22490013,1.517089562,10.0,6.185739378019395,2,15,7.199,0.529411765,6.48,0,2,36,484.3817495,157.326,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCCN(C)C)cc1,-0.707697576,44.24780765,18.53978708,35.67589208,1.536513185,10.0,6.214206017598531,2,16,7.5891,0.542857143,6.48,0,2,37,498.3973996,161.943,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCN(CC)CC)cc1,3.565285689,43.56478246,18.7669197,36.11296069,1.555337148,10.0,6.241884686743084,2,17,7.9792,0.555555556,6.48,0,2,38,512.4130497,166.56,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCCN(CC)CC)cc1,0.367841982,42.90252356,18.98714672,36.53674092,1.573588799,10.0,6.268817835852348,2,18,8.3693,0.567567568,6.48,0,2,39,526.4286997,171.177,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCN2CCCC2)cc1,-0.583247867,43.66164834,18.734708,36.0509761,1.552667554,10.0,6.237953462417184,2,15,7.7332,0.555555556,6.48,0,2,38,510.3973996,164.446,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCCN2CCCC2)cc1,-0.27919194,42.99646359,18.95590798,36.47662859,1.57099984,10.0,6.264991278781585,2,16,8.1233,0.567567568,6.48,0,2,39,524.4130497,169.063,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCCn2ccnc2)cc1,-0.669632331,43.13908771,18.90847988,36.38536325,1.567069164,10.0,6.25918559221896,3,16,7.9242,0.472222222,21.06,0,3,39,521.3769985,165.616,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCN2CCOCC2)cc1,-0.521589566,42.90456945,18.98646638,36.53543175,1.573532414,10.0,6.268734475837446,2,15,6.9696,0.555555556,15.71,0,3,39,526.3923142,166.031,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCN2CCCCC2)cc1,-0.813988917,42.99646359,18.95590798,36.47662859,1.57099984,10.0,6.264991278781585,2,15,8.1233,0.567567568,6.48,0,2,39,524.4130497,169.063,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCCN2CCN(C)CC2)cc1,-0.861931034,41.68169522,19.39311995,37.31795039,1.60723445,10.0,6.318750071959035,3,16,7.2749,0.578947368,9.72,0,3,41,553.4395988,177.326,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(C)CCCN(C)CC#Cc2ccc(CCCCCC)cc2)cc1,0.153877819,44.24780765,18.53978708,35.67589208,1.536513185,10.0,6.214206017598531,2,16,7.5891,0.542857143,6.48,0,2,37,498.3973996,161.943,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC)CCN(CC)CC#Cc2ccc(CCCCCC)cc2)cc1,0.164146646,43.56478246,18.7669197,36.11296069,1.555337148,10.0,6.241884686743084,2,17,7.9792,0.555555556,6.48,0,2,38,512.4130497,166.56,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(C)CCCN(C)CCCN(C)CC#Cc2ccc(CCCCCC)cc2)cc1,0.848879351,40.98931251,19.62336431,37.76100687,1.626316304,10.0,6.347252597873207,3,20,7.911,0.58974359,9.72,0,3,42,569.4708989,184.057,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCN(CC#Cc2ccc(CCCCCC)cc2)CCO)cc1,2.067897218,36.15431062,21.23119177,40.85493016,1.759567461,10.0,6.551194614227576,2,23,10.1062,0.510204082,26.71,1,3,52,698.5175147,223.4638,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCN(CC#Cc2ccc(CCCCCC)cc2)CC#Cc2ccc(CCCCCC)cc2)cc1,0.448156394,31.68986842,22.71579361,43.71173186,1.882606108,10.0,6.750324559033267,2,27,14.2884,0.483870968,6.48,0,2,64,852.6321506,277.544,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCCN(CC#Cc2ccc(CCCCCC)cc2)CC#Cc2ccc(CCCCCC)cc2)cc1,-0.134835354,31.3379833,22.83280919,43.93690355,1.892303953,10.0,6.766609830002923,2,28,14.6785,0.492063492,6.48,0,2,65,866.6478006,282.161,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCOCCOCCN(CC#Cc2ccc(CCCCCC)cc2)CC#Cc2ccc(CCCCCC)cc2)cc1,3.416282483,29.60205179,23.4100744,45.04772813,1.940145689,10.0,6.848474378967058,2,33,14.3216,0.515151515,24.94,0,4,70,940.6845801,299.182,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCN(C)CCN(CC#Cc2ccc(CCCCCC)cc2)CC#Cc2ccc(CCCCCC)cc2)cc1,-0.521589566,30.30476666,23.17639419,44.59806007,1.920779084,10.0,6.815016989031932,3,30,14.2202,0.507692308,9.72,0,3,68,909.6899998,295.041,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCCN(C)CCCN(CC#Cc2ccc(CCCCCC)cc2)CC#Cc2ccc(CCCCCC)cc2)cc1,-0.651407957,29.66762911,23.38826737,45.00576512,1.938338398,10.0,6.845332917199116,3,32,15.0004,0.52238806,9.72,0,3,70,937.7212999,304.275,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCN(CCN(CC#Cc2ccc(CCCCCC)cc2)CC#Cc2ccc(CCCCCC)cc2)CCN(CC#Cc2ccc(CCCCCC)cc2)CC#Cc2ccc(CCCCCC)cc2)cc1,0.702752797,22.85685035,25.653118,49.3639903,2.126041355,10.0,7.198252385504971,4,45,21.2414,0.5,12.96,0,4,100,1334.99825,432.756,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCCCc1ccc(C#CCN(CC#Cc2ccc(CCCCCC)cc2)CCCN2CCN(CCCN(CC#Cc3ccc(CCCCCC)cc3)CC#Cc3ccc(CCCCCC)cc3)CC2)cc1,-0.861931034,28.49154758,23.77936053,45.75834105,1.970750841,10.0,6.902306461099508,4,32,14.6862,0.542857143,12.96,0,4,74,992.7634991,319.658,False,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.015,1.0
CCCCOC(=O)CC(NCCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,-0.894834808,43.38098466,18.82803967,36.23057311,1.560402559,10.0,6.249349563938137,2,23,3.0562,0.846153846,129.26,2,10,36,516.3410665,136.2834,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(NCCCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,-0.894834808,42.72425993,19.04642635,36.65081202,1.578501689,10.0,6.276085062773857,2,24,3.4463,0.851851852,129.26,2,10,37,530.3567166,140.9004,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(NCCCCCCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,-0.894834808,40.86820518,19.66363724,37.8385036,1.629653984,10.0,6.352253018878254,2,27,4.6166,0.866666667,129.26,2,10,40,572.4036668,154.7514,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(C(=O)OCCCC)N(C)CCN(C)C(CC(=O)OCCCC)C(=O)OCCCC,-0.894834808,42.08712239,19.25829954,37.05851707,1.596061003,10.0,6.302124347942235,2,23,3.7406,0.857142857,111.68,0,10,38,544.3723666,145.538,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(NCCCN(CCCN(C)C)C(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,0.477611216,39.128452,20.24217329,38.95177366,1.677601044,10.0,6.424630745924631,3,28,4.1104,0.875,123.71,1,11,43,615.4458659,167.6417,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(NCCN(C)CCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,-0.894834808,40.82656334,19.67748478,37.86515026,1.630801621,10.0,6.3539734404226875,3,26,2.988,0.862068966,132.5,2,11,40,573.3989157,153.7804,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(C(=O)OCCCC)N(C)CCN(C)CCN(C)C(CC(=O)OCCCC)C(=O)OCCCC,-0.894834808,39.67857288,20.05923656,38.59975068,1.662439883,10.0,6.401628597872612,3,26,3.6724,0.870967742,114.92,0,11,42,601.4302158,163.035,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(NCCCN(C)CCCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,-0.894834808,39.67857288,20.05923656,38.59975068,1.662439883,10.0,6.401628597872612,3,28,3.7682,0.870967742,132.5,2,11,42,601.4302158,163.0144,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(C(=O)OCCCC)N(C)CCCN(C)CCCN(C)C(CC(=O)OCCCC)C(=O)OCCCC,0.477611216,38.59337676,20.42010677,39.29416893,1.692347552,10.0,6.4471156701293175,3,28,4.4526,0.878787879,114.92,0,11,44,629.461516,172.269,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(NCCN(CCO)C(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,0.477611216,41.38322234,19.49237386,37.50894352,1.61546027,10.0,6.331019527189101,2,25,2.7609,0.857142857,140.7,2,11,39,560.3672812,146.9395,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
CCCCOC(=O)CC(NCCOCCOCCNC(CC(=O)OCCCC)C(=O)OCCCC)C(=O)OCCCC,0.477611216,39.56135974,20.09821452,38.6747555,1.665670241,10.0,6.40652018537521,2,29,3.0894,0.866666667,147.72,2,12,42,604.393496,157.9214,True,False,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003,1.0
